"","MLS # Link","St","Area","Address","Subdivision/Complex","","List Price","Sale Price","#Beds","#FBaths","#HBaths","SqFt LA","Type of Property","Year Built","#Garage Spaces","Pool YN","Waterfront Property (Y/N)","Design","Lot SqFt"
"1501","A11829492","C","3470","1125 SW 15th Ter","RIVERSIDE NO 3 ","","$609,990","","3","2","0","¤840","Single","1948","0","No","No","Detached","¤6,819"
"1501","A11966466","C","3370","1628 NE 7th Ave","MIDDLE RIVER TERRACE AMD ","","$600,000","","4","2","","¤1,168","Single","1952","0","No","No","Detached","¤6,472"
"1501","F10448870","C","3370","407 NW 17th St","Gardenia Park 183-376 B ","","$600,000","","3","2","1","1,844","Single","2022","1","No","No","","2,222"
"1501","F10555149","C","3380","1413 NE 17th Way","Poinsettia Heights ","","$600,000","","3","1","0","1,108","Single","1951","0","Yes","No","","8,111"
"1501","F10484990","C","3390","1544 NW 4th Ave","PROGRESSO ","","$600,000","","3","2","0","1,689","Single","1958","2","No","No","","6,754"
"1501","F10486919","C","3460","520 NW 20th Ave","River Bend 25-50 B ","","$600,000","","5","3","0","2,223","Single","1972","0","No","No","","5,750"
"1501","F10554935","C","3480","517 SW 14th Street","LAUDERDALE ","","$600,000","","3","2","0","1,356","Single","1950","0","No","No","","6,750"
"1501","R10974490","C","3480","516 SW 17th Street","Croissant Park ","","$600,000","","3","2","0","1,250","Single","1951","1","No","No","",""
"1501","A12025000","C","3560","1042 NW 13th St","LAUDERDALE MANORS ADD ","","$600,000","","4","3","0","¤1,851","Single","1955","0","No","No","Detached","¤7,749"
"1501","A11899201","C","3370","1139 NE 3rd Ave","PROGRESSO ","","$599,999","","3","2","1","¤2,439","Single","2014","1","No","No","Attached","¤3,376"
"1501","A11708415","C","3500","610 W Las Olas Blvd Unit#513N","SYMPHONY NORTH CONDO SYMPHONY NORTH CONDO","","$599,999","","2","2","0","¤1,298","Condo","2005","1","","No","",""
"1501","A11772305","C","3800","501 SE 21st St","CROISSANT PARK ","","$599,999","","2","1","0","¤768","Single","1951","0","No","No","Detached","¤6,776"
"1501","R11058607","C","3480","1721 SW 13th Street","Shady Banks ","","$599,900","","3","2","0","1,235","Single","1952","0","No","No","Garden Apartment","6,300"
"1501","F10444990","C","3390","1732 NW 7th Ter","PROGRESSO ","","$599,111","","3","2","0","1,435","Single","1955","0","No","No","","6,755"
"1501","F10533804","C","3160","2409 N Ocean Blvd Unit#327","Fountains on Ocean Blvd Fountains on Ocean Blvd","","$599,000","","2","2","0","1,290","Condo","2008","2","","No","",""
"1501","F10472720","C","3160","551 N Fort Lauderdale Beach Blvd Unit#1115","THE OCEAN RESORT THE OCEAN RESORT","","$599,000","","1","1","0","451","Condo","2009","1","","Yes","",""
"1501","A11572492","C","3160","551 N Fort Lauderdale Beach Blvd Unit#R1803","551 FLB CONDOMINIUM RESID THE OCEAN RESORT","","$599,000","","1","1","1","¤731","Condo","2009","1","","Yes","",""
"1501","F10416054","C","3160","341 N Birch Road Unit#415","FLL Yacht @ Beach Club FLL Yacht @ Beach Club","","$599,000","","1","1","0","685","Condo","1993","","","Yes","","0"
"1501","F10533506","C","3260","1839 Middle River Dr","Rivers Bend Condo ","","$599,000","","2","2","0","1,196","Single","1972","1","Yes","Yes","","14,502"
"1501","F10444270","C","3270","100 N Federal Highway Unit#642","The Waverly The Waverly","","$599,000","","3","2","0","1,518","Condo","2005","3","","No","",""
"1501","A12009335","C","3370","1118 NE 1st Ave","PROGRESSO Progresso Villas","","$599,000","","3","2","1","¤2,118","Townhouse","2007","2","","No","",""
"1501","A11874034","C","3370","1120 NE 2nd Ave","PROGRESSO ","","$599,000","","5","3","0","¤2,120","Single","1931","0","Yes","No","Detached","¤10,129"
"1501","A11813750","C","3370","928 NE 18th Ct","LAUDERDALE PARK 6-33 1/2 ","","$599,000","","3","2","0","¤1,255","Single","1961","0","No","No","Detached","¤5,106"
"1501","A11743926","C","3370","1328 N Andrews Ave","PROGRESSO ","","$599,000","","3","2","0","¤1,099","Single","1949","0","Yes","No","Attached","¤6,010"
"1501","F10480199","C","3380","1044 NE 18th Ave Unit#104","GALLERIA LOFTS GALLERIA LOFTS","","$599,000","","3","2","1","1,534","Townhouse","2018","1","","No","",""
"1501","A11874552","C","3390","1625 NW 9th Ave","LAUDERDALE VILLAS ","","$599,000","","5","4","0","¤1,538","Single","1953","0","No","No","Detached","¤10,175"
"1501","A11706345","C","3460","417 NW 9th Ave","TUSKEGEE PARK 0","","$599,000","","3","2","1","¤1,940","Townhouse","2018","2","","No","",""
"1501","B26010648","C","3470","838 SW 11th Court","VINIK NO 2 ","","$599,000","","2","1","0","927","Single","1949","","No","No","","6,249"
"1501","A11842542","C","3470","519 SW 7th Ave Unit#8","TARPON RIVER CLUB TARPON RIVER CLUB","","$599,000","","3","2","1","¤1,912","Townhouse","1994","1","","No","",""
"1501","R11001512","C","3470","1224 SW 2 Court","WAVERLY PLACE ","","$599,000","","3","3","0","1,587","Single","1924","0","No","No","","3,111"
"1501","R10996652","C","3470","401 SW 4th Avenue Unit#201","ESPLANADE ON THE NEW RIVE ","","$599,000","","2","2","0","1,227","Condo","2004","1","No","Yes","",""
"1501","F10489323","C","3480","1228 SW 9th Ave","Island View 33-2 B ","","$599,000","","2","2","0","1,386","Single","1955","0","No","No","","6,934"
"1501","F10514518","C","3600","904 SE 13th Street","EVERGLADE LAND SALES CO ","","$599,000","","3","2","0","976","Single","1951","0","No","No","","3,375"
"1501","A11771216","C","3280","333 Sunset Dr Unit#804","FOUR SEASONS CONDO FOUR SEASONS CONDO","","$598,000","","2","1","","¤1,402","Condo","1959","1","","Yes","",""
"1501","F10475417","C","3270","1101 NE 6th St Unit#C","CASA VICTORIA CASA VICTORIA","","$597,000","","2","2","1","1,418","Townhouse","1989","0","","No","",""
"1501","F10548218","C","3160","2701 N Ocean Boulevard Unit#15C","Embassy tower Embassy tower","","$595,000","","2","2","0","1,200","Condo","1972","1","","No","",""
"1501","A11737266","C","3160","3020 NE 32nd Ave Unit#618","TIDES AT BRIDGESIDE SQUAR Tides At Bridgeside","","$595,000","","2","2","0","¤1,200","Condo","2002","1","","No","",""
"1501","A11685306","C","3160","511 Bayshore Dr Unit#309","BAYSHORE TOWERS BAYSHORE TOWERS","","$595,000","","2","2","0","¤1,330","Condo","1971","1","","Yes","",""
"1501","A11611585","C","3160","2701 Ocean Blvd Unit#10C","EMBASSY TOWER INC CONDO EMBASSY TOWER 1","","$595,000","","2","2","0","¤1,200","Condo","1972","1","","Yes","",""
"1501","F10468753","C","3270","917 NE 3rd St Unit#11","WINDSOR SQUARE CONDO WINDSOR SQUARE CONDO","","$595,000","","3","2","1","1,470","Condo","1990","0","","No","",""
"1501","A11857606","C","3370","461 NW 17th Pl","MIDDLE RIVER HEIGHTS ","","$595,000","","6","2","0","¤1,808","Single","1967","0","No","No","Attached","¤8,005"
"1501","A11732185","C","3370","2617 NE 14th Ave Unit#115","WILTON STATION RES CONDO WILTON STATION","","$595,000","","2","2","1","¤1,650","Condo","2006","1","","No","",""
"1501","A11658937","C","3380","1045 NE 18th Ave Unit#307","GALLERIA LOFTS CONDO GALLERIA LOFTS","","$595,000","","2","2","1","¤2,085","Condo","2017","1","","No","",""
"1501","A11832250","C","3390","2900 NW 9th Ave","JENADA VILLAS ","","$595,000","","4","3","0","¤1,761","Single","1967","2","No","No","Attached","¤7,344"
"1501","A11703027","C","3470","401 SW 4th Ave Unit#401","ESPLANADE ON THE NEW RIVE ESPLANADE ON THE NEW RIVE","","$595,000","","2","2","0","¤1,227","Condo","2004","2","","Yes","",""
"1501","R11066445","C","3500","804 SW 4th Avenue","FT LAUDERDALE LAND & DEV C ","","$595,000","","3","2","1","1,650","Townhouse","2000","1","No","No","","1,625"
"1501","A11834959","C","3560","2917 NW 6th Ave","MARCH ESTATES AMEN ","","$595,000","","2","1","0","¤936","Single","1956","1","No","No","Attached","¤6,500"
"1501","F10418368","C","3160","551 N Fort Lauderdale Beach Blvd Unit#R2008","551 FLB CONDOMINIUM HOTEL 551 FLB CONDOMINIUM HOTEL","","$594,900","","1","1","0","648","Condo","2009","1","","Yes","",""
"1501","R10981458","C","3390","507 NW 17th Street","GARDENIA PARK ","","$594,000","","3","2","1","1,844","Townhouse","2022","1","No","No","","2,222"
"1501","A11947487","C","3470","1526 SW 29th St","RESERVE AT EDGEWOOD The Edge on 15","","$590,000","","4","2","1","¤1,921","Townhouse","2021","1","","No","",""
"1501","A11870729","C","3480","1121 SW 18th Ct","YELLOWSTONE PARK AMEN PLA ","","$590,000","","2","1","0","¤862","Single","1951","0","No","No","Detached","¤6,369"
"1501","A11862294","C","3480","1121 SW 18th Ct","YELLOWSTONE PARK AMEN PLA ","","$590,000","","2","1","0","¤862","Single","1951","0","No","No","Detached","¤6,369"
"1501","F10513188","C","3480","1317 SW 18th Ave","Shady Banks ","","$589,900","","3","1","0","1,219","Single","1952","0","No","No","","6,300"
"1501","F10435841","C","3160","2300 NE 33rd Ave Unit#802","EVERGLADES CLUB CONDO EVERGLADES CLUB CONDO","","$589,500","","2","2","1","1,369","Condo","1986","1","","No","",""
"1501","F10457949","C","3260","1170 N Federal Highway","East Point Towers ","","$589,000","","2","2","0","1,920","Single","1973","1","Yes","Yes","",""
"1501","F10461077","C","3370","1445 NE 2nd Ave","Progresso 2-18 D ","","$589,000","","3","2","1","0","Single","1949","0","No","No","","6,753"
"1501","F10448977","C","3480","420 SW 13th St","Lauderdale 2-9 D ","","$589,000","","2","1","0","1,042","Single","1950","0","No","No","","6,490"
"1501","A11844959","C","3560","2917 NW 6th Ave","MARCH ESTATES AMEN ","","$589,000","","2","1","0","","Single","1956","1","No","No","Attached","¤6,500"
"1501","F10443847","C","3570","900 SW 15th Ter","RIVERSIDE NO 3 ","","$589,000","","2","1","0","1,026","Single","1946","0","Yes","No","","9,000"
"1501","R11049528","C","3270","100 N Federal Highway Unit#1021","WAVERLY AT LAS OLAS CONDO ","","$588,000","","2","2","0","1,259","Condo","2005","1","No","No","","210"
"1501","F10537165","C","3370","17 Middlesex Dr","TOWNHOUSE ISLE ","","$585,000","","2","1","1","1,300","Single","1962","1","Yes","Yes","",""
"1501","F10511961","C","3470","1301 SW 4th St Unit#1301","Villages at Sailboat Bend Villages at Sailboat Bend","","$585,000","","4","3","1","2,643","Townhouse","2005","2","","No","",""
"1501","A11658099","C","3580","1510 SW 29th St","RESERVE AT EDGEWOOD ","","$585,000","","3","2","1","¤1,646","Single","2020","1","No","No","Attached","¤1,669"
"1501","F10418365","C","3160","551 N Fort Lauderdale Beach Blvd Unit#R2206","551 FLB CONDOMINIUM HOTEL 551 FLB CONDOMINIUM HOTEL","","$584,900","","1","1","0","648","Condo","2009","1","","Yes","",""
"1501","F10525703","C","3380","1412 NE 14TH PL","VERENA PARK 29-9 B ","","$584,000","","3","2","0","1,196","Single","1960","0","No","No","","6,000"
"1501","F10504095","C","3020","350 SE 2nd St Unit#1640","350 Las Olas 350 Las Olas","","$580,000","","2","2","0","1,200","Condo","2005","1","","No","",""
"1501","F10483361","C","3280","340 Sunset Dr Unit#1808","Essex Tower Condo Essex Tower Condo","","$580,000","","2","2","0","1,218","Condo","1971","1","","No","",""
"1501","F10438467","C","3280","180 Isle Of Venice Dr Unit#227","The Oasis The Oasis","","$580,000","","2","2","0","1,140","Co-Op","1959","0","","Yes","",""
"1501","F10415231","C","3370","1201 & 217 NE 3rd Ave","Progresso 2-18 D ","","$580,000","","4","2","0","1,281","Single","1958","0","No","No","","6,952"
"1501","A11787863","C","3380","1412 NE 17th St","ALLENWOOD ","","$580,000","","2","1","","¤736","Single","1959","2","No","No","Detached","¤7,499"
"1501","A11884305","C","3390","1440 NW 7th Ter","PROGRESSO ","","$580,000","","3","2","0","¤1,128","Single","1954","1","Yes","No","Attached","¤6,751"
"1501","F10550936","C","3470","1616 SW 9th St","Sherwood Forest 30-28 B ","","$579,999","","4","2","0","1,120","Single","1953","0","No","No","","6,987"
"1501","F10418349","C","3160","551 N Fort Lauderdale Beach Blvd Unit#H601","551 FLB CONDOMINIUM HOTEL 551 FLB CONDOMINIUM HOTEL","","$579,900","","1","1","1","767","Condo","2009","1","","Yes","",""
"1501","F10418367","C","3160","551 N Fort Lauderdale Beach Blvd Unit#R1907","551 FLB CONDOMINIUM HOTE 551 FLB CONDOMINIUM HOTE","","$579,900","","1","1","0","648","Condo","2009","1","","Yes","",""
"1501","F10519539","C","3370","2601 NE 14th Ave Unit#105","Wilton Station Wilton Station","","$579,900","","2","2","1","1,738","Townhouse","2006","1","","No","",""
"1501","A11841879","C","3380","1779 NE 16th St","PROGRESSO ","","$579,900","","3","2","0","¤1,369","Single","1951","0","Yes","No","Detached","¤6,002"
"1501","A11738063","C","3260","1142 Seminole Dr Unit#A4","BA-PART CONDO Bay Club","","$579,000","","2","2","0","¤810","Condo","1956","0","","Yes","",""
"1501","F10479286","C","3380","1044 NE 18th Ave Unit#204","GALLERIA LOFTS GALLERIA LOFTS","","$579,000","","3","2","1","1,806","Townhouse","2018","1","","No","",""
"1501","F10491587","C","3390","1504 NW 2ND AVE","PROGRESSO ","","$579,000","","4","3","0","1,870","Single","1951","0","No","No","",""
"1501","A11666089","C","3480","1508 SW 20th Ave","RIVERSIDE ESTATES ADD REV ","","$579,000","","3","2","0","¤1,047","Single","1956","0","No","No","Detached","¤6,195"
"1501","A11627069","C","3480","1500 SW 13th Ct","HENDRICKS HEIGHTS ","","$579,000","","2","1","0","¤828","Single","1948","0","No","No","Detached","¤6,382"
"1501","A11888947","C","3600","1341 SE 10th Ave","EVERGLADE LAND SALES CO ","","$579,000","","2","1","","¤900","Single","1955","0","No","No","Detached","¤3,000"
"1501","F10464353","C","3480","420 SW 13th St","Lauderdale 2-9 D ","","$577,000","","2","1","0","1,042","Single","1950","0","No","No","","6,490"
"1501","B26018545","C","3160","3000 E Sunrise Boulevard Unit#14f","CARLTON TOWER CONDO ","","$575,000","","2","2","0","1,202","Condo","1969","","No","Yes","","0"
"1501","F10532688","C","3370","657 Cypress Ln Unit#26A","Cypress Cove Cypress Cove","","$575,000","","2","2","1","1,350","Townhouse","1976","2","","No","",""
"1501","A11671073","C","3370","828 NE 16th Ct","LAUDERDALE PARK 6-33 1/2 ","","$575,000","","2","1","0","¤962","Single","1953","0","No","No","Detached","¤6,539"
"1501","F10495314","C","3380","1044 NE 18th Ave Unit#204","GALLERIA LOFTS GALLERIA LOFTS","","$575,000","","3","2","1","1,806","Townhouse","2018","1","","No","",""
"1501","A11722452","C","3390","1324 NW 1st Ave","PROGRESSO ","","$575,000","","2","2","0","¤875","Single","1953","0","No","No","Detached","¤6,755"
"1501","F10478277","C","3390","113 NW 11th St","PROGRESSO PROGRESSO","","$575,000","","3","2","1","2,062","Townhouse","2007","2","","No","",""
"1501","F10437457","C","3390","2601 NW 9th Ter","Boniello Villas ","","$575,000","","3","2","0","1,598","Single","1965","2","No","Yes","","8,243"
"1501","F10489655","C","3470","1526 SW 29th St Unit#1526","RESERVE AT EDGEWOOD RESERVE AT EDGEWOOD","","$575,000","","4","2","1","1,921","Townhouse","2020","1","","No","",""
"1501","R11149779","C","3600","1819 SE 17th Street Unit#710","PORT CONDO ","","$575,000","","2","2","1","1,440","Condo","2006","1","No","Yes","","0"
"1501","A11586325","C","3840","2100 SW 3rd Ter","LAUDERDALE 2-9 D ","","$575,000","","3","1","0","¤880","Single","1948","3","No","No","Detached","¤8,190"
"1501","F10480339","C","3800","511 SE 5th Ave Unit#1202","Nuriver Landing Nuriver Landing","","$574,950","","2","2","0","1,246","Condo","2006","1","","Yes","",""
"1501","A11697098","C","3490","1601 SW 28th St","RESERVE AT EDGEWOOD ","","$572,000","","3","2","1","¤1,646","Single","2020","1","No","No","Attached","¤1,701"
"1501","F10418339","C","3160","551 N Fort Lauderdale Beach Blvd Unit#H1001","551 FLB CONDOMINIUM HOTEL 551 FLB CONDOMINIUM HOTEL","","$570,900","","1","1","1","767","Condo","2009","1","","Yes","",""
"1501","A11813503","C","3160","2841 N Ocean Blvd Unit#1809","VANTAGE VIEW CONDO VANTAGE VIEW CONDO","","$570,000","","2","2","0","¤1,100","Condo","1976","1","","Yes","",""
"1501","F10495612","C","3170","2000 S Ocean Dr Unit#1009","Everglades House Everglades House","","$570,000","","2","1","1","1,205","Condo","1965","1","","Yes","",""
"1501","F10499965","C","3500","1835 Park Ln","CROISSANT PARK PARK ","","$570,000","","3","3","0","1,095","Single","1953","1","No","No","","5,600"
"1501","F10507605","C","3500","1835 Park Ln","CROISSANT PARK ","","$569,900","","3","3","0","1,095","Single","1953","1","No","No","","5,600"
"1501","F10479965","C","3370","1445 NE 2nd Ave","Progresso 2-18 D ","","$569,500","","3","2","1","0","Single","1949","0","No","No","","6,753"
"1501","F10504662","C","3160","200 S Birch Rd Unit#1205","Leisure Beach Leisure Beach","","$569,000","","1","1","0","647","Condo","1970","0","","Yes","",""
"1501","A11716060","C","3370","828 NE 16th Ct","LAUDERDALE PARK 6-33 1/2 ","","$569,000","","2","1","0","¤962","Single","1953","0","No","No","Detached","¤6,539"
"1501","F10333913","C","3470","1131 SW 8th Ave","Vinik 2 25-33 B ","","$569,000","","2","2","0","1,124","Single","1949","0","No","Yes","","6,571"
"1501","F10495546","C","3480","1425 SW 19th Ave","RIVERSIDE ESTATES ADD REV ","","$569,000","","2","2","0","1,302","Single","1955","0","No","No","","7,916"
"1501","F10459107","C","3160","601 N Fort Lauderdale Beach Blvd Unit#1106","THE ATLANTIC HOTEL CONDO THE ATLANTIC HOTEL CONDO","","$565,000","","1","1","0","600","Condo","2004","1","","Yes","",""
"1501","R10989689","C","3160","2029 N Ocean Boulevard Unit#502","TRADEWINDS BY THE SEA ","","$565,000","","2","2","0","1,100","Condo","1980","1","No","No","High Rise",""
"1501","F10481115","C","3280","818 SE 4th St Unit#404","Rivercrest Rivercrest","","$565,000","","2","2","0","1,300","Condo","1963","0","","Yes","",""
"1501","F10459404","C","3280","818 SE 4th St Unit#404","Rivercrest Rivercrest","","$565,000","","2","2","0","1,300","Condo","1963","0","","Yes","",""
"1501","A11598398","C","3280","543 NE 7th Ave Unit#2A","7 EAST CONDO 7 East Condominium","","$565,000","","2","2","1","¤1,204","Townhouse","1981","0","","No","",""
"1501","A11822594","C","3331","232 SW 22nd St","LAUDERDALE ","","$565,000","","3","2","0","¤1,194","Single","1950","0","No","No","Attached","¤6,750"
"1501","A11790905","C","3390","1421 NW 1st Ave","PROGRESSO ","","$565,000","","4","2","0","¤1,444","Single","1950","2","Yes","No","Detached","¤10,123"
"1501","A11673328","C","3500","2100 SW 3rd Ter","LAUDERDALE ","","$564,900","","3","1","0","¤880","Single","1948","3","No","No","Attached","¤8,190"
"1501","A11753640","C","3370","1835 N Dixie Hwy","LAUDERDALE PARK 6-33 1/2 Middle River Terrace","","$562,500","","3","3","1","¤1,775","Townhouse","2006","1","","No","",""
"1501","F10390410","C","3160","341 N Birch Rd Unit#204","Ft Lauderdale Yacht & Ft Lauderdale Yacht &","","$561,600","","1","1","0","601","Condo","1993","0","","Yes","",""
"1501","F10474539","C","3810","445 N Andrews Ave Unit#304","Avenue Lofts Avenue Lofts","","$560,000","","1","1","0","1,178","Condo","2005","1","","No","",""
"1501","A11590760","C","3380","1033 NE 17th Way Unit#2102","VILLA MEDICI CONDO Villa Medici","","$559,990","","3","3","1","¤1,780","Townhouse","2005","2","","No","",""
"1501","F10416714","C","3260","936 E Intracoastal Dr Unit#3E","Corinthian Corinthian","","$559,900","","2","2","0","1,500","Condo","1974","1","","Yes","",""
"1501","F10470815","C","3500","600 W Las Olas Blvd Unit#1109","Symphony Symphony","","$559,900","","2","2","0","1,093","Condo","2005","1","","Yes","",""
"1501","A11769744","C","3400","1701 NW 13th Avenue","LAUDERDALE VILLAS ","","$559,400","","5","2","","","Single","1963","0","No","No","Attached","¤10,366"
"1501","F10478260","C","3370","2631 NE 14th Ave Unit#404","Wilton Station Wilton Station","","$559,000","","2","2","0","1,346","Condo","2006","0","","No","",""
"1501","A11883206","C","3560","1042 NW 13th St","LAUDERDALE MANORS ADD ","","$559,000","","4","3","0","¤1,851","Single","1955","2","No","No","Detached","¤7,749"
"1501","F10484419","C","3270","547 NE 7th Ave Unit#3A","7 EAST TOWNHOMES 7 EAST TOWNHOMES","","$557,000","","2","2","1","1,204","Townhouse","1981","0","","No","",""
"1501","F10486484","C","3160","2800 E Sunrise Blvd Unit#4D","SUNRISE EAST SUNRISE EAST","","$555,000","","1","1","1","1,000","Condo","1969","1","","Yes","",""
"1501","F10481908","C","3370","2625 NE 14th Ave Unit#303","WILTON STATION RES CONDO WILTON STATION RES CONDO","","$555,000","","2","2","0","1,681","Condo","2005","1","","No","",""
"1501","A11805904","C","3400","919 NW 13th St","LAUDERDALE MANORS ADD ","","$555,000","","5","3","0","¤1,478","Single","1960","0","No","No","Attached","¤10,758"
"1501","A11738301","C","3400","919 NW 13th St","LAUDERDALE MANORS ADD ","","$555,000","","5","3","0","¤1,478","Single","1960","0","No","No","Attached","¤10,758"
"1501","A11737783","C","3500","307 SW 15th St","LAUDERDALE ","","$552,100","","3","2","0","¤1,056","Single","1956","0","No","No","Detached","¤7,560"
"1501","F10521133","C","3260","1321 Bayview Dr Unit#4","Casa Bayview II Casa Bayview II","","$550,000","","2","2","1","1,349","Condo","1988","0","","No","",""
"1501","F10507643","C","3280","2500 E Las Olas Blvd Unit#603","Marine Tower Marine Tower","","$550,000","","2","2","0","1,230","Condo","1969","1","","Yes","",""
"1501","A11674585","C","3280","2500 E Las Olas Blvd Unit#406","MARINE TOWER CONDO Marine Tower","","$550,000","","3","2","1","¤1,896","Condo","1969","1","","No","",""
"1501","F10489851","C","3380","1033 NE 17th Way Unit#1204","Villa Medici Villa Medici","","$550,000","","3","3","1","2,100","Townhouse","2005","2","","No","",""
"1501","F10448997","C","3390","1432 NW 7th Ter","Progresso 2-18 D ","","$550,000","","3","2","0","1,141","Single","1954","0","No","No","","6,751"
"1501","A11582624","C","3480","905 SW 22nd St","RICKEL ADDITION ","","$550,000","","2","2","0","¤834","Single","1951","0","No","No","Detached","¤8,637"
"1501","A11582593","C","3490","2720 SW 13th Ave","DEVONSHIRE ","","$550,000","","3","2","0","¤1,178","Single","1951","0","No","No","Attached","¤6,120"
"1501","A11858201","C","3700","505 NE 2nd Street Unit#14H","Viceroy Residences Viceroy Residence","","$550,000","","0","1","","","Condo","2029","1","","No","",""
"1501","A11786415","C","3800","511 SE 5th Ave Unit#2109","NURIVER LANDING CONDO NURIVER LANDING CONDO","","$550,000","","2","2","0","¤1,246","Condo","2006","1","","Yes","",""
"1501","A11750842","C","3490","1918 SW 5th Blvd","RIVERSIDE NO 2 Thye Edge on 20","","$549,999","","3","2","1","¤1,516","Townhouse","2021","1","","No","",""
"1501","F10445620","C","3810","434 NW 1 Avenue Unit#303","Avenue Lofts Phase V Avenue Lofts Phase V","","$549,999","","1","1","0","1,097","Condo","2006","1","","No","",""
"1501","R11151979","C","3270","1101 NE 6th Street Unit#C","CASA VICTORIA CONDO ","","$549,900","","2","2","1","1,418","Condo","1990","0","No","No","",""
"1501","F10483151","C","3390","125 NW 23rd St","Maurers Highpoint First A ","","$549,900","","2","2","0","1,200","Single","1958","0","No","No","","7,499"
"1501","A11730906","C","3470","1224 SW 2nd CT","WAVERLY PLACE ","","$549,900","","4","3","0","¤1,587","Single","1936","0","No","No","Detached","¤3,111"
"1501","A11572420","C","3010","551 N Fort Lauderdale Beach Blvd Unit#H1403","551 FLB CONDOMINIUM HOTEL FLB Condominium hotel","","$549,000","","1","1","1","¤731","Condo","2009","1","","Yes","",""
"1501","A11684543","C","3160","2200 NE 33rd Ave Unit#7J","WHITE EGRET CONDO WHITE EGRET","","$549,000","","2","2","0","¤1,425","Condo","1971","1","","Yes","",""
"1501","F10436623","C","3160","3020 NE 32nd Ave Unit#720","TIDES AT BRIDGESIDE SQUAR TIDES AT BRIDGESIDE SQUAR","","$549,000","","2","2","0","1,170","Condo","2002","1","","Yes","",""
"1501","F10477298","C","3170","3000 Holiday Dr Unit#804","Maya Marca Maya Marca","","$549,000","","1","1","1","1,060","Condo","1966","1","","Yes","",""
"1501","A11634773","C","3370","532 NE 16th Ct","MILLER GARDENS ","","$549,000","","2","1","0","¤759","Single","1952","0","No","No","Detached","¤5,880"
"1501","F10481176","C","3390","2917 NW 9th Ave","Jenada Villas 1 Add 42-7 ","","$549,000","","3","2","0","1,205","Single","1969","0","No","No","","6,505"
"1501","F10429869","C","3470","1101 River Reach Dr Unit#302","River Reach Condominium River Reach Condominium","","$549,000","","2","2","0","1,250","Condo","1982","1","","Yes","",""
"1501","F10438042","C","3480","1328 SW 19th Ave","Shady Banks ","","$549,000","","2","1","0","832","Single","1953","0","No","No","","6,665"
"1501","A11554502","C","3480","1811 SW 9th Ave","YELLOWSTONE PARK AMEN PLA ","","$549,000","","2","2","0","¤1,090","Single","1948","0","No","No","Attached","¤5,624"
"1501","A11634301","C","3600","1819 SE 17th St Unit#703","THE PORT CONDO RESIDENCES","","$549,000","","2","2","1","¤1,475","Condo","2005","2","","Yes","",""
"1501","F10494665","C","3800","422 SE 16th St Unit#422","Mackenzie Manor Mackenzie Manor","","$549,000","","3","2","1","1,911","Townhouse","2016","2","","No","",""
"1501","A11595114","C","3800","511 SE 5th Ave Unit#614","NURIVER LANDING CONDO NURIVER LANDING","","$549,000","","2","2","0","¤1,379","Condo","2006","1","","Yes","",""
"1501","A11682947","C","3160","2841 N Ocean Blvd Unit#1105","VANTAGE VIEW CONDO VANTAGE VIEW CONDO","","$547,000","","2","2","0","¤1,100","Condo","1976","2","","Yes","",""
"1501","F10448985","C","3370","1646 NE 7th Ave","Middle River Terrace Amd ","","$547,000","","2","1","0","988","Single","1952","0","No","No","","6,472"
"1501","A11615529","C","3400","1436 NW 11th Ct","LAUDERDALE MANORS ADD ","","$547,000","","4","2","0","¤1,686","Single","1953","2","No","No","Detached","¤8,809"
"1501","F10493664","C","3160","2800 E Sunrise Blvd Unit#19D","SUNRISE EAST CONDO SUNRISE EAST CONDO","","$545,000","","1","1","1","1,000","Condo","1970","0","","Yes","",""
"1501","F10451355","C","3160","2841 N Ocean Blvd Unit#1009","Vantage View Vantage View","","$545,000","","2","2","0","1,100","Condo","1976","1","","Yes","",""
"1501","A11601395","C","3800","520 SE 5th Ave Unit#3402","LAS OLAS BY THE RIVER CON Las Olas by the River","","$545,000","","3","2","0","¤1,462","Condo","2001","2","","No","",""
"1501","F10518012","C","3500","1835 Park Ln","CROISSANT PARK ","","$544,900","","3","3","0","1,095","Single","1953","1","No","No","","5,600"
"1501","F10502878","C","3570","1015 SW 15th Ter","RIVERSIDE NO 3 ","","$544,500","","2","2","0","840","Single","1924","0","No","No","","6,000"
"1501","A11627652","C","3260","936 Intracoastal Dr Unit#3E","CORINTHIAN ON THE INTRACO Corinthian","","$544,000","","2","2","0","¤1,500","Condo","1974","1","","Yes","",""
"1501","R11135168","C","3600","1819 SE 17th Street Unit#901","PORT CONDO ","","$542,500","","1","1","1","1,384","Condo","2005","1","No","Yes","",""
"1501","A11860289","C","3500","307 SW 15th St","LAUDERDALE ","","$541,009","","3","2","0","¤1,056","Single","1951","0","No","No","Detached","¤7,560"
"1501","A11438185","C","3160","551 N Fort Lauderdale Beach Blvd Unit#H811","551 FLB CONDOMINIUM HOTEL The Ocean Resort Residenc","","$540,000","","0","1","0","¤577","Condo","2015","1","","No","",""
"1501","A11956656","C","3380","1033 NE 17th Way Unit#1905","VILLA MEDICI CONDO VILLA MEDICI CONDO","","$540,000","","2","2","1","¤2,080","Townhouse","2005","2","","No","",""
"1501","F10460383","C","3460","741 NW 2nd Ave","Progresso 2-18 D ","","$540,000","","3","2","0","1,709","Single","2017","1","No","No","","3,250"
