"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"1","A11736107","CS","3150","xxxx NE 37 St","$1,450,000","0.1840","8,000","","","BERMUDA-RIVIERA SUB OF GA","","Yes","Zoned Residential","Residential","$1,450,000"
"1","F10514210","CS","3600","904 SE 11th Court","$1,750,000","0.2700","12,366","1/2 To Less Than 3/4 Acre Lot","RS-8","Rio Vista Isles","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,750,000"
"1","A11474757","CS","32","1205 NE 91st Ter","$1,650,000","0.2380","10,000","","¤1100","WATERSEDGE","","No","Zoned Residential","Residential","$1,650,000"
"1","B26009146","CS","5250","740 Lighthouse Drive","$1,565,000","0.2400","","Less Than 1/4 Acre Lot, Less Than 1 Acre","R1 (city)","NORTH PALM BEACH VILLAGE O","City/County Maintained, Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$1,565,000"
"1","R11161954","CS","6030","1311 NE Langford Lane","$1,730,000","","","","Residential","Langford Lndg","Paved Road, Private Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$1,730,000"
"1","T20053733","CS","6030","1311 NE Langford Lane","$1,730,000","0.6700","","","","","Paved Road, Private Road","Yes","","Single","$1,730,000"
"1","R11113030","CS","6140","9721 SE Gomez Avenue","$1,500,000","4.0900","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, East Of US 1","Res","Gomez","City/County Maintained, Public Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$1,500,000"
"1","A11852869","CS","6140","9721 Gomez Ave","$1,500,000","4.0900","184,989","4 To Less Than 5 Acre Lot","res","Gomez","","Yes","Zoned Residential","Residential","$1,500,000"
"1","R11168686","CS","5020","11783 SE Shell Avenue","$1,700,000","0.5179","","1/2 To Less Than 3/4 Acre Lot, East Of US 1","Residential","Shellbridge","Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,700,000"
"1","R11152828","CS","7300","8170 Okeechobee Road","$1,570,000","8.1500","","5 To Less Than 10 Acre Lot, Corner Lot","AR-1Co","MODEL LAND COMPANY","Paved Road, Public Road, State Road","No","","","$1,570,000"
"1","A11987028","CS","32","515 W 30th St","$1,650,000","0.1700","7,500","","¤0100","ORCHARD SUB NO 1","","No","Zoned Residential","Residential","$1,650,000"
"1","A11827873","CS","3880","Vacant E Ridgeview Dr E Ridgeview Dr","$1,500,000","1.6400","71,613","","¤AG","LAUREL OAKS NORTH","","No","Zoned Residential","Residential","$1,500,000"
"1","A11665616","CS","22","202 189 St","$1,600,000","0.1800","7,867","Less Than 1/4 Acre Lot","¤0100","OCEAN BLVD ESTATES SEC A","Legal Access Road, City/County Maintained, Paved Road","No","Zoned Residential","Residential","$1,600,000"
"1","R11058180","CS","4550","330 Glenwood Drive","$1,500,000","0.9700","","1/2 To Less Than 3/4 Acre Lot, Interior Lot, Less Than 1 Acre, West Of US 1","R-1-A","SEAGATE COUNTRY CLUB","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$1,500,000"
"1","R11164683","CS","6030","933 & 943 NW Spruce Ridge Drive","$1,700,000","1.0000","","1/2 To Less Than 3/4 Acre Lot, 1/4 To Less Than 1/2 Acre Lot, Corner Lot","RM-10","NORTH RIVER SHORES","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,700,000"
"1","A11815805","CS","3200","14020 Mustang Trl","$1,600,000","2.2400","97,574","2 To Less Than 3 Acre Lot","¤RR","Everglades Sugar & Land","","No","Zoned Residential","Other","$1,600,000"
"1","F10380911","CS","5940 Florida Other","2006 Anglers Cove","$1,550,000","0.3500","","","","Anglers Cove","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,550,000"
"1","T20054291","CS","6120","7001 SE Atlantic Ridge Drive","$1,475,000","5.0000","","","A-1","","City/County Maintained","Yes","","Single","$1,475,000"
"1","A12013600","CS","41","1414 Galiano St","$1,300,000","7,150.0000","7,150","Less Than 1/4 Acre Lot","¤3801","C GAB DOUGLAS SEC","Legal Access Road, City/County Maintained, Paved Road","No","Zoned Multifamily","Residential","$1,300,000"
"1","F10552793","CS","3290","17330 SW 58 Street","$1,325,000","2.3000","100,188","2 To Less Than 3 Acre Lot, Interior Lot","RR","ROLLING OAKS ESTATES","Paved Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,325,000"
"1","R11149559","CS","5440","6410 S Olive Avenue","$1,315,000","0.1312","","Less Than 1/4 Acre Lot, Less Than 1 Acre","SF7(ci","TOLEDO","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$1,315,000"
"1","A12018267","CS","41","2909 Segovia St","$1,510,000","0.1900","8,250","","¤5900","CORAL GABLES BILTMORE SEC","","No","Zoned Duplex","Residential","$1,510,000"
"1","A11958811","CS","68","21320 SW 224th St","$1,450,000","4.7400","206,474","4 To Less Than 5 Acre Lot","¤8900","REDLANDS","Public Road","No","Zoned Residential","Residential","$1,450,000"
"1","R11155732","CS","5940 Florida Other","846 Banyan Road","$1,425,000","0.3400","","1/4 To Less Than 1/2 Acre Lot","R-1A","VERO BEACH ESTATES","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,425,000"
"1","R11147138","CS","3170","2512 Barbara Drive","$1,175,000","0.3135","","1/4 To Less Than 1/2 Acre Lot, East Of US 1","RS-8","HARBOR BEACH EXTENSION","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,175,000"
"1","A11977933","CS","39","7775 SW 122nd Ave","$1,400,000","0.8000","34,717","","¤2300","HORSE COUNTRY VIEW","","No","Zoned Residential","Residential","$1,400,000"
"1","R11140826","CS","4850","16230 Rio Baile ","$1,267,500","1.0200","","","RE","RIO POCO","Paved Road","Yes","","Single","$1,267,500"
"1","R11154293","CS","5220","451 Neptune Road","$1,300,000","","","Less Than 1/4 Acre Lot","RS-4(c","JUNO HEIGHTS","City/County Maintained","No","","Single","$1,300,000"
"1","F10493672","CS","","12840 SW 83rd Court","$1,150,000","0.3300","14,400","1/4 To Less Than 1/2 Acre Lot","2100","Suniland Manor Add 01","Paved Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,150,000"
"1","A11972058","CS","32","1025 NE 84th St","$1,200,000","","10,000","Less Than 1/4 Acre Lot","¤0100","SHORE ACRES AMD PL","","No","","Residential","$1,200,000"
"1","F10508939","CS","3470","401 SW 14th Avenue","$1,000,000","0.5260","22,892","1/2 To Less Than 3/4 Acre Lot, West Of US 1","RS-8","SAILBOAT BEND","City/County Maintained, Paved Road, Public Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,000,000"
"1","R11136742","CS","5790","6269 Wild Orchid Trail","$1,000,000","5.0000","","5 To Less Than 10 Acre Lot","AR","HOMELAND","County Road, Paved Road, Private Road","Yes","","","$1,000,000"
"1","A11865737","CS","50","7320 SW 131st St","$1,250,000","0.4100","17,860","1/4 To Less Than 1/2 Acre Lot","¤2100","HILL TOP MNR","","No","Zoned Residential","Residential","$1,250,000"
"1","A11955582","CS","30","12250 SW 231 St","$1,300,000","1.7700","6,250","","¤0100","SILVER PALM PARK","","No","Zoned Residential","Residential","$1,300,000"
"1","A11879100","CS","49","365 NW 128TH AVE","$1,250,000","0.7460","32,496","","¤2300","SWEETWATER ESTS SUB","","No","Zoned Residential","Residential","$1,250,000"
"1","F10536125","CS","3600","1018 SE 13th Terrace","$1,100,000","0.1400","6,250","Less Than 1/4 Acre Lot, Less Than 1 Acre","RS-8","Rio Vista Isles","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,100,000"
"1","A12018290","CS","41","2915 Segovia St","$1,310,000","0.1260","5,500","","¤5900","CORAL GABLES BILTMORE SEC","","No","Zoned Duplex","Residential","$1,310,000"
"1","A12039041","CS","3470","1501 SW 4th Ct","$1,230,000","0.2280","9,934","","¤RS-8","GILL ISLES","","Yes","Zoned Residential","Other","$1,230,000"
"1","A11931578","CS","22","1835 N Hibiscus Dr","$1,200,000","0.2230","9,733","Less Than 1/4 Acre Lot","¤0900","KEYSTONE POINT SEC 2","Paved Road","No","Zoned Residential","Residential","$1,200,000"
"1","R11135914","CS","5550","10729 Bernina Court","$1,295,000","","","1/4 To Less Than 1/2 Acre Lot","PCD","PANTHER NATIONAL AT AVENIR","","No","","Unimproved Agri/Recreatn/Moblhome","$1,295,000"
"1","A11908161","CS","30","281 Hunting Lodge Dr","$1,240,000","0.4708","20,506","","¤0600","COUNTRY CLUB ESTATES SEC","Other Road","No","Zoned Residential","Residential","$1,240,000"
"1","A11870135","CS","50","18095 SW 104th Ave","$950,000","0.5000","22,143","3/4 To Less Than 1 Acre Lot","¤3050","Rosehaven","","No","Zoned Residential","Residential","$950,000"
"1","F10458444","CS","3270","640 NE 15th Ave","$1,138,000","0.2000","9,075","East Of US 1","RC-15","Graceland Park 18-6 B","City/County Maintained, Public Road","No","Zoned Multifamily","Residential","$1,138,000"
"1","A11967082","CS","5940 Florida Other","UNINCORPORATED SPANISH OAKS LANE","$1,000,000","2.7300","118,919","2 To Less Than 3 Acre Lot, Oversized Lot, Regular Lot","","GOLDEN GATE EST","City/County Maintained","No","Zoned Residential","Other","$1,000,000"
"1","A11872733","CS","32","591 NW 34th St","$1,150,000","0.1100","5,153","","¤6101","DEVONSHIRE PARK SUB","","No","Zoned Multifamily","Residential","$1,150,000"
"1","A11886283","CS","41","3678 William Ave","$1,025,000","0.1148","5,000","","¤0100","FROW HOMESTEAD","","No","Zoned Residential","Residential","$1,025,000"
"1","A11959804","CS","58","164XX SW 192 AVE","$1,200,000","5.0000","217,800","4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot","¤8900","REDLAND","Public Road","No","Zoned Residential","Other","$1,200,000"
"1","F10538123","CS","3130","4521 Sea Grape Dr","$985,000","0.1900","8,306","","RS-5","Silver Shores Sec Of Laud","Paved Road","No","Zoned Residential","Residential","$985,000"
"1","F10549508","CS","3280","643 NE 18th Avenue","$1,100,000","0.2000","8,880","","RS-8","VICTORIA PARK CORR AMEN P","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,100,000"
"1","A11785262","CS","3280","1518 SE 2nd Ct","$850,000","0.1262","5,500","","¤RM-15","COLEE HAMMOCK","","No","Zoned Residential","Residential","$850,000"
"1","B26011069","CS","5440","310 Russlyn Drive","$1,165,000","0.1515","","Less Than 1/4 Acre Lot, Less Than 1 Acre","SF7 (city)","BURNUP AND SIMS ESTATES 2","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,165,000"
"1","R11143816","CS","5580","1687 Cypress Row Drive","$1,100,000","0.4700","","West Of US 1","SFR","Lot 16, BREAKERS WEST Pla","Paved Road","Yes","","Single","$1,100,000"
"1","T20053676","CS","6030","1706 NW Fork Road","$1,075,000","0.3700","","","R1","","Public Road","Yes","Boat Dock or Dockominium","Single","$1,075,000"
"1","R10994846","CS","7050","2098 Johnston Road","$1,000,000","4.8800","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, Corner Lot","AR-1Co/RES","METES AND BOUNDS","County Road, Paved Road, Public Road","Yes","","","$1,000,000"
"1","A11955373","CS","41","1507 SW 19th Ter","$950,000","0.1860","8,100","","¤5700","OSCEOLA GROVES","","No","Zoned Duplex","Residential","$950,000"
"1","A11969154","CS","69","11901 SW 232nd St","$1,175,000","2.4200","105,415","","¤9000","Silver Parc","","No","Zoned Residential","Residential","$1,175,000"
"1","F10548129","CS","3140","254 Capri Avenue","$1,150,000","0.1600","7,150","","RS-5","Silver Shores-Sub Tr D","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$1,150,000"
"1","F10540708","CS","3612","5911 NW 66th Way","$880,000","1.0900","47,335","1 To Less Than 2 Acre Lot","AE-2","Pine Tree Estates","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$880,000"
"1","R11134849","CS","5550","14415 Peace River Way","$1,075,000","5.0000","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot, Interior Lot","AR","CALOOSA","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$1,075,000"
"1","A11943556","CS","3870","12321 SW 1ST ST","$1,000,000","35,065.0000","35,065","3/4 To Less Than 1 Acre Lot","RE","BROOKS ESTATES 141-31 B","City/County Maintained","No","Zoned Residential","Residential","$1,000,000"
"1","R11144419","CS","4370","323 SE 3rd Avenue","$913,000","0.2300","","Less Than 1/4 Acre Lot","R-1-A(","LINNS","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$913,000"
"1","R11106371","CS","5580","7923 Mahogany Lane","$922,000","3.1900","","","RT","MOUNTS PUD","Paved Road","Yes","","Single","$922,000"
"1","F10536071","CS","3140","4200 N Ocean Drive","$1,035,000","0.1290","5,616","Less Than 1/4 Acre Lot","RM-25","Lauderdale By The Sea 6-2","City/County Maintained","No","Zoned Multifamily","Unimproved Agri/Recreatn/Moblhome","$1,035,000"
"1","A11941259","CS","22","1920 Keystone Blvd","$1,060,000","8,400.0000","8,400","","¤0900","KEYSTONE POINT SEC 1","","No","Zoned Residential","Residential","$1,060,000"
"1","R11148923","CS","4210","818 Chukker Road","$990,000","0.2100","","Less Than 1/4 Acre Lot, East Of US 1","RM","N/A","Paved Road","Yes","","Single","$990,000"
"1","A11886948","CS","3050","2241 Madison St","$734,000","0.2200","9,883","","¤DH-2","HOLLYWOOD LITTLE RANCHES","","No","Zoned Multifamily","Residential","$734,000"
"1","R11042940","CS","4240","10 Eastview Avenue","$1,000,000","0.1722","","Less Than 1/4 Acre Lot","RL(cit","EASTVIEW","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$1,000,000"
"1","B26017671","CS","5680","6535 Paul Mar Drive","$950,000","0.1771","","Less Than 1/4 Acre Lot, Cul-De-Sac Lot, Irregular Lot, Less Than 1 Acre","RS","ISLAND ESTATES","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$950,000"
"1","A11985951","CS","58","14500 SW 194 ave","$900,000","5.0000","","","","0","","No","Zoned Residential","Residential","$900,000"
"1","R11124289","CS","4220","3118 Pierson Drive","$920,000","0.1800","","Less Than 1/4 Acre Lot","res","TRADE WINDS ESTS FIRST ADD","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$920,000"
"1","R11106660","CS","3641","5250 Rock Island Road","$900,000","1.2300","","1 To Less Than 2 Acre Lot","R-1","FT LAUDERDALE TRUCK FARMS","Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$900,000"
"1","A11918540","CS","31","160 NW 44th St","$900,000","0.1600","7,200","","¤0104","BUENA VISTA HEIGHTS ADDN","","No","Zoned Residential","Residential","$900,000"
"1","A11919700","CS","41","2845 SW 37th Ct","$770,000","0.1800","7,753","Less Than 1/4 Acre Lot","¤5700","REALTY SECURITIES CORPPB","Legal Access Road, Paved Road, Public Road","No","Zoned Duplex","Residential","$770,000"
"1","A11950621","CS","3030","1211 Tyler St","$900,000","0.2900","12,807","","¤RS-6","HOLLYWOOD LAKES SECTION","","No","Zoned Residential","Residential","$900,000"
"1","R10988295","CS","5520","16495 Hollow Tree Lane","$850,000","5.0000","","5 To Less Than 10 Acre Lot","EOZD(c","Rustic Ranches","City/County Maintained, Gravel/Lime Rock Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$850,000"
"1","A12013506","CS","5940 Florida Other","10190 NW 28TH PL","$875,000","12.9400","563,666","10 Or More Acre Lot, Oversized Lot","","0154","","No","Zoned Residential","Residential","$875,000"
"1","B26020461","CS","5240","1260 N Harbor Drive","$1,000,025","0.2220","","Less Than 1/4 Acre Lot, Less Than 1 Acre","RS-5 (city)","YACHT HARBOR EST","City/County Maintained, Paved Road","No","","","$1,000,025"
"1","A11877588","CS","79","xxx SW 289 terr","$950,000","1.2500","54,450","1 To Less Than 2 Acre Lot","¤0100","LEISURE CITY SEC 2","Public Road","No","Zoned Duplex","Residential","$950,000"
"1","A11839778","CS","5060","18870 SE Country Club Dr","$850,000","0.3424","14,916","1/4 To Less Than 1/2 Acre Lot","","Tequesta","","No","Zoned Residential","Residential","$850,000"
"1","R10966808","CS","5400","4838 Badger Avenue","$830,000","2.7000","","2 To Less Than 3 Acre Lot","RM","ROSELAND PARK","County Road, Gravel/Lime Rock Road, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$830,000"
"1","F10548163","CS","3270","431-433 NE 15th Avenue","$925,000","0.1404","6,116","","RC-15","Las Olas Park Corr 6-12 B","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$925,000"
"1","A11985662","CS","41","1240 SW 12th Ave","$770,000","0.1600","7,020","","¤5700","SECOND WESTMORELAND ADDN","","No","Zoned Duplex","Residential","$770,000"
"1","A11520599","CS","69","155xx SW 260th ST","$950,000","5.0000","209,959","4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot","¤9000","Redlands","City/County Maintained, Public Road","No","Zoned Residential","Other","$950,000"
"1","A11852332","CS","3860","11940 NW 8TH ST LOT 1","$875,000","0.9400","40,948","","","FLA FRUIT LANDS CO SUB 1","Paved Road, Public Road","No","Zoned Residential","Residential","$875,000"
"1","A11817839","CS","3860","11319 NW 4th St","$950,000","1.0800","47,140","","¤RS-1EP","RIZZO PLAT 88-33 B","","No","Zoned Residential","Residential","$950,000"
"1","F10543558","CS","3680","11701 NW 11th Street","$935,000","0.8600","37,621","1/2 To Less Than 3/4 Acre Lot","RS-1EP","Plantation Acres Land Co","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$935,000"
"1","R11151468","CS","5440","3xx Orange Way","$900,000","0.1600","","Less Than 1/4 Acre Lot","SF7","The Southend","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$900,000"
"1","A11971322","CS","41","3544 William Ave","$900,000","0.0000","5,250","","¤0100","FROW HOMESTEAD","","No","Zoned Residential","Residential","$900,000"
"1","F10549232","CS","3370","435 NE 25th Street","$900,000","0.3600","12,481","1/4 To Less Than 1/2 Acre Lot","RS-5","HAROLD A KEATS ADD","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$900,000"
"1","F10481319","CS","3470","808 SW 8th Terrace","$870,000","0.2573","11,210","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","RD-15","Seawanna Sub Blk 63","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$870,000"
"1","R11126249","CS","6331 Indian River – Central County","2016 Surfside Terrace","$850,000","0.3100","","Less Than 1/4 Acre Lot","RS-3","SURFSIDE ESTATES SUB","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$850,000"
"1","R10493596","CS","5590","3820 Hanover Circle","$900,000","15.0200","","10 Or More Acre Lot, Cul-De-Sac Lot, Interior Lot","AR","WHITE FENCES EQUESTRIAN ES","Paved Road, Private Road","Yes","","","$900,000"
"1","A11748841","CS","22","11701 W Biscayne Canal Rd","$860,000","0.3490","15,200","","¤0100","HALOCK-SEC 1","","Yes","Zoned Residential","Other","$860,000"
"1","A11929976","CS","41","512 SW 21st Ave","$800,000","0.2296","10,000","","¤3900","WEST SHENANDOAH A RESUB","","No","Zoned Multifamily","Residential","$800,000"
"1","A11986925","CS","4540","3920 Evans Rd","$785,000","0.9000","39,208","","¤RS","Kingsland","","No","Zoned Residential","Residential","$785,000"
"1","R11154606","CS","7010","5144 Watersong Way","$825,000","0.1000","","Less Than 1/4 Acre Lot, East Of US 1","Planne","WATERSONG SOUTH PUD PLAT N","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$825,000"
